SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,5980 Mcandrew Dr,Oakland,CA,94611,2450000,4,5.0,Piedmont Side,4032,11520,1940,11,608,,Active,,,http://www.redfin.com/CA/Oakland/5980-McAndrew-Dr-94611/home/1564645,Bridge MLS,40844062,N,Y,37.8291241,-122.2162164
MLS Listing,,Single Family Residential,3000 56th,Oakland,CA,94605,819000,4,2.0,Mills Gardens,2302,2302,1925,11,356,,Active,,,http://www.redfin.com/CA/Oakland/3000-56th-Ave-94605/home/568107,Bridge MLS,40844060,N,Y,37.7765469,-122.1884625
MLS Listing,,Multi-Family (2-4 Unit),498 Stow Ave,Oakland,CA,94606,1450000,4,4.0,Haddon Hill,2083,4601,1915,11,696,,Active,,,http://www.redfin.com/CA/Oakland/498-Stow-Ave-94606/home/1936420,Bridge MLS,40844049,N,Y,37.8036351,-122.2493279
MLS Listing,,Single Family Residential,6692 Sobrante Rd,Oakland,CA,94611,749000,3,2.0,Montclair,1553,6950,1964,11,482,,Active,,,http://www.redfin.com/CA/Oakland/6692-Sobrante-Rd-94611/home/964112,Bridge MLS,40844040,N,Y,37.8430765,-122.2010102
MLS Listing,,Single Family Residential,163 Perry Pl,Oakland,CA,94610,875000,4,2.0,Adams Point,2831,4000,1928,11,309,,Active,,,http://www.redfin.com/CA/Oakland/163-Perry-Pl-94610/home/912408,Bridge MLS,40844037,N,Y,37.818272,-122.2538961
MLS Listing,,Single Family Residential,621 Mountain Blvd,Oakland,CA,94611,1389000,5,3.0,Oakland,2748,9660,1997,11,505,,Active,,,http://www.redfin.com/CA/Oakland/621-Mountain-Blvd-94611/home/1892283,Bridge MLS,40844035,N,Y,37.8437357,-122.2241067
MLS Listing,,Single Family Residential,2812 Modesto Ave,Oakland,CA,94619,649000,3,2.0,Maxwell Park,1486,4134,1921,11,437,,Active,,,http://www.redfin.com/CA/Oakland/2812-Modesto-Ave-94619/home/710303,Bridge MLS,40844031,N,Y,37.7779287,-122.1944483
MLS Listing,,Single Family Residential,2017 103rd Ave,Oakland,CA,94603,499000,3,2.0,East Oakland,952,4142,1926,11,524,,Active,November-10-2018 02:00 PM,November-10-2018 04:00 PM,http://www.redfin.com/CA/Oakland/2017-103rd-Ave-94603/home/1891942,Bridge MLS,40844028,N,Y,37.7428171,-122.1608344
MLS Listing,,Multi-Family (2-4 Unit),391 Orange St,Oakland,CA,94610,999000,3,3.0,Oakland,2411,3465,,11,414,,Active,,,http://www.redfin.com/CA/Oakland/391-Orange-St-94610/home/525816,Bridge MLS,40844025,N,Y,37.8169461,-122.2553522
MLS Listing,,Townhouse,121 TEMESCAL Cir,Emeryville,CA,94608-2942,649000,2,1.5,Emerybay Village,1176,,1981,11,552,449,Active,,,http://www.redfin.com/CA/Emeryville/121-Temescal-Cir-94608/home/635031,Bridge MLS,40844002,N,Y,37.8356835,-122.2854431
MLS Listing,,Single Family Residential,221 Wildwood Ave,Piedmont,CA,94610,2195000,4,3.0,Piedmont,3279,4400,1924,11,669,,Active,,,http://www.redfin.com/CA/Piedmont/221-Wildwood-Ave-94610/home/645165,Bridge MLS,40843989,N,Y,37.8188244,-122.2371379
MLS Listing,,Single Family Residential,1564 Excelsior Ave,Oakland,CA,94602,639000,2,1.0,Glenview,1081,4200,1919,11,591,,Active,,,http://www.redfin.com/CA/Oakland/1564-Excelsior-Ave-94602/home/535548,Bridge MLS,40843986,N,Y,37.8022287,-122.2240181
MLS Listing,,Single Family Residential,2608 Wallace St,Oakland,CA,94606,599000,2,1.0,San Antonio Park,1130,5394,1907,11,530,,Active,,,http://www.redfin.com/CA/Oakland/2608-Wallace-St-94606/home/2000266,Bridge MLS,40843980,N,Y,37.7956402,-122.2331489
MLS Listing,,Single Family Residential,4399 Terrabella Pl,Oakland,CA,94619,929000,3,2.5,Oakland,1725,3504,1992,12,539,106,Active,,,http://www.redfin.com/CA/Oakland/4399-Terrabella-Pl-94619/home/561352,Bridge MLS,40843930,N,Y,37.795644,-122.178828
MLS Listing,,Single Family Residential,1061 85Th Ave,Oakland,CA,94621,425888,3,1.0,Kinsell Tract,1120,4200,1950,12,380,,Active,,,http://www.redfin.com/CA/Oakland/1061-85th-Ave-94621/home/1366114,Bridge MLS,40843921,N,Y,37.75102,-122.1826536
MLS Listing,,Single Family Residential,2901 61St Ave,Oakland,CA,94605,525000,2,2.0,Mills,1053,4360,1924,12,499,,Active,,,http://www.redfin.com/CA/Oakland/2901-61st-Ave-94605/home/1775911,Bridge MLS,40843919,N,Y,37.7727246,-122.186201
MLS Listing,,Multi-Family (2-4 Unit),822 60th St,Oakland,CA,94608,1250000,5,3.0,Oakland,2634,5400,1910,12,475,,Active,,,http://www.redfin.com/CA/Oakland/822-60th-St-94608/home/1855350,Bridge MLS,40843918,N,Y,37.8452248,-122.271614
MLS Listing,,Single Family Residential,6334 Camden St,Oakland,CA,94605,692450,3,2.0,Camden,1395,4800,1923,12,496,,Active,,,http://www.redfin.com/CA/Oakland/6334-Camden-St-94605/home/563658,Bridge MLS,40843916,N,Y,37.7726422,-122.1819441
MLS Listing,,Single Family Residential,9430 Bancroft Ave,Oakland,CA,94603,429000,3,1.0,Oakland,935,4485,1956,12,459,,Active,,,http://www.redfin.com/CA/Oakland/9430-Bancroft-Ave-94603/home/1547388,Bridge MLS,40843915,N,Y,37.7508074,-122.1631407
MLS Listing,,Multi-Family (2-4 Unit),1854 Church St,Oakland,CA,94621,800000,5,2.0,Oakland,3100,4130,1920,12,258,,Active,,,http://www.redfin.com/CA/Oakland/1854-Church-St-94621/home/147843186,Bridge MLS,40843904,N,Y,37.7640578,-122.1856919
MLS Listing,,Single Family Residential,1262 58th Ave,Oakland,CA,94621,495000,3,2.0,Eastlawn,1338,4000,1912,12,370,,Active,,,http://www.redfin.com/CA/Oakland/1262-58th-Ave-94621/home/1287435,Bridge MLS,40843908,N,Y,37.7640579,-122.2020738
MLS Listing,,Multi-Family (2-4 Unit),1485 5Th St,Oakland,CA,94607,700000,,,Oakland,2212,2830,1908,12,316,,Active,,,http://www.redfin.com/CA/Oakland/1485-5th-St-94607/home/1416225,Bridge MLS,40843889,N,Y,37.8041017,-122.2962456
MLS Listing,,Single Family Residential,1477 5Th St,Oakland,CA,94607,499000,2,1.0,West Oakland,700,2825,1882,12,713,,Active,,,http://www.redfin.com/CA/Oakland/1477-5th-St-94607/home/524892,Bridge MLS,40843887,N,Y,37.80401,-122.296152
MLS Listing,,Single Family Residential,6109 HILLMONT Dr,Oakland,CA,94605,649800,4,2.0,Chevrolet Park,1120,7938,1925,12,580,,Active,,,http://www.redfin.com/CA/Oakland/6109-Hillmont-Dr-94605/home/566565,Bridge MLS,40843880,N,Y,37.7795986,-122.1764897
MLS Listing,,Multi-Family (2-4 Unit),3411 Adeline St,Berkeley,CA,94703,1200000,6,4.0,Berkeley,3696,6203,1940,12,325,,Active,,,http://www.redfin.com/CA/Berkeley/3411-Adeline-St-94703/home/647584,Bridge MLS,40843858,N,Y,37.846421,-122.272032
MLS Listing,,Multi-Family (2-4 Unit),1339 99TH Ave,Oakland,CA,94603,1049900,8,8.0,Oakland,3960,7063,1967,12,265,,Active,,,http://www.redfin.com/CA/Oakland/1339-99th-Ave-94603/home/1655264,Bridge MLS,40843845,N,Y,37.7434307,-122.1710128
MLS Listing,,Single Family Residential,7708 Garfield Ave,Oakland,CA,94605,474000,3,2.0,Eastmont,1140,3800,1926,12,416,,Active,,,http://www.redfin.com/CA/Oakland/7708-Garfield-Ave-94605/home/787153,Bridge MLS,40843839,N,Y,37.764594,-122.1729863
MLS Listing,,Single Family Residential,7305 Hillmont Dr,Oakland,CA,94605,729000,3,2.0,Eastmont Hills,1550,4440,1952,12,470,,Active,,,http://www.redfin.com/CA/Oakland/7305-Hillmont-Dr-94605/home/1995349,Bridge MLS,40843829,N,Y,37.7720135,-122.1689506
MLS Listing,,Single Family Residential,4151 Eastlake Ave,Oakland,CA,94602,859000,4,2.0,Redwood Heights,2637,4160,1940,12,326,,Active,,,http://www.redfin.com/CA/Oakland/4151-Eastlake-Ave-94602/home/1716171,Bridge MLS,40843820,N,Y,37.7996271,-122.1952908
MLS Listing,,Single Family Residential,4030 Elston Ave,Oakland,CA,94602,499000,3,1.0,Glenview,1395,3500,1924,13,358,,Active,,,http://www.redfin.com/CA/Oakland/4030-Elston-Ave-94602/home/1970313,Bridge MLS,40843804,N,Y,37.8050353,-122.2205606
MLS Listing,,Single Family Residential,8017 Earl,Oakland,CA,94605,749000,4,3.0,Oakland Hills,1564,4500,1925,13,479,,Active,,,http://www.redfin.com/CA/Oakland/8017-Earl-St-94605/home/1607781,Bridge MLS,40843802,N,Y,37.7695269,-122.1561108
MLS Listing,,Single Family Residential,3369 Morcom Ave,Oakland,CA,94619,989888,3,2.5,Maxwell  Park,2500,5428,1937,13,396,,Active,,,http://www.redfin.com/CA/Oakland/3369-Morcom-Ave-94619/home/1880958,Bridge MLS,40843799,N,Y,37.782162,-122.1910786
MLS Listing,,Single Family Residential,5811 LAWTON Ave,Oakland,CA,94618,1725000,4,2.0,Rockridge,2202,4240,1911,13,783,,Active,,,http://www.redfin.com/CA/Oakland/5811-Lawton-Ave-94618/home/603348,Bridge MLS,40843792,N,Y,37.8438438,-122.2476414
MLS Listing,,Single Family Residential,5387 Miles Ave,Oakland,CA,94618,1195000,3,1.5,Rockridge,1638,2706,1911,13,730,,Active,,,http://www.redfin.com/CA/Oakland/5387-Miles-Ave-94618/home/536233,Bridge MLS,40843777,N,Y,37.84216,-122.2561942
MLS Listing,,Single Family Residential,59 HILLER Dr,Oakland,CA,94618,2995000,5,4.5,Hiller Highlands,5416,38178,1993,13,553,15,Active,,,http://www.redfin.com/CA/Oakland/59-Hiller-Dr-94618/home/1608555,Bridge MLS,40843761,N,Y,37.8540047,-122.2317528
MLS Listing,,Single Family Residential,3927 Burckhalter Ave,Oakland,CA,94605,799000,3,2.0,Upper Millsmont,1346,7200,1920,13,594,,Active,,,http://www.redfin.com/CA/Oakland/3927-Burckhalter-Ave-94605/home/577367,Bridge MLS,40843718,N,Y,37.7748697,-122.1682965
MLS Listing,,Townhouse,1520 Adeline St,Oakland,CA,94607,629000,3,2.5,Oakland West,1300,1442,1996,13,484,145,Active,,,http://www.redfin.com/CA/Oakland/1520-Adeline-St-94607/home/525244,Bridge MLS,40843706,N,Y,37.8106364,-122.285481
MLS Listing,,Single Family Residential,7268 Buckingham Blvd,Berkeley,CA,94705,995000,3,2.5,Claremont Hills,2305,4200,1995,13,432,,Active,,,http://www.redfin.com/CA/Berkeley/7268-Buckingham-Blvd-94705/home/788181,Bridge MLS,40843700,N,Y,37.8606439,-122.2210482
MLS Listing,,Single Family Residential,2907 Filbert St,Oakland,CA,94608,799000,3,2.5,Oakland West,1726,3150,2007,13,463,,Active,,,http://www.redfin.com/CA/Oakland/2907-Filbert-St-94608/home/22727429,Bridge MLS,40843674,N,Y,37.820548,-122.279044
MLS Listing,,Single Family Residential,6004 Monadnock Way,Oakland,CA,94605,548000,2,1.0,Oakland,1130,5000,1923,13,485,,Active,,,http://www.redfin.com/CA/Oakland/6004-Monadnock-Way-94605/home/562423,San Francisco MLS,478036,N,Y,37.776588,-122.1822102
MLS Listing,,Single Family Residential,375 60th St,Oakland,CA,94618,1095000,3,1.5,Rockridge,1468,5950,1915,13,746,,Active,,,http://www.redfin.com/CA/Oakland/375-60th-St-94618/home/531241,Bridge MLS,40843658,N,Y,37.8467515,-122.2552414
MLS Listing,,Single Family Residential,1730 11th St,Oakland,CA,94607,799000,3,3.5,West Oakland,2102,3206,2018,13,380,,Active,,,http://www.redfin.com/CA/Oakland/1730-11th-St-94607/home/147810703,Bridge MLS,40843632,N,Y,37.811034,-122.2988555
MLS Listing,,Single Family Residential,2939 61st Ave,Oakland,CA,94605,549000,3,1.0,Mills Gardens,1111,4360,1924,14,494,,Active,,,http://www.redfin.com/CA/Oakland/2939-61st-Ave-94605/home/2036600,Bridge MLS,40843619,N,Y,37.7732224,-122.1856689
MLS Listing,,Single Family Residential,6682 Colton Blvd,Oakland,CA,94611,1195000,4,3.0,Montclair,2531,6340,1977,14,472,,Active,November-11-2018 02:00 PM,November-11-2018 04:30 PM,http://www.redfin.com/CA/Oakland/6682-Colton-Blvd-94611/home/1357566,Bridge MLS,40843583,N,Y,37.833143,-122.20115
MLS Listing,,Single Family Residential,816 22nd St,Oakland,CA,94607,349000,2,2.0,Oakland,,2000,1900,14,,,Active,,,http://www.redfin.com/CA/Oakland/816-22nd-St-94607/home/1076022,San Francisco MLS,478005,N,Y,37.8131739,-122.2766094
MLS Listing,,Single Family Residential,1275 61st Ave,Oakland,CA,94621,425000,3,1.0,Eastlawn,816,4000,1925,14,521,,Active,,,http://www.redfin.com/CA/Oakland/1275-61st-Ave-94621/home/2036686,Bridge MLS,40843567,N,Y,37.7628906,-122.2003982
MLS Listing,,Multi-Family (2-4 Unit),2252 Courtland Ave,Oakland,CA,94601,729500,4,3.0,Oakland,1972,3060,1967,14,370,,Active,,,http://www.redfin.com/CA/Oakland/2252-Courtland-Ave-94601/home/559521,Bridge MLS,40843521,N,Y,37.7780289,-122.206671
MLS Listing,,Single Family Residential,2000 24th Ave,Oakland,CA,94601,950000,5,1.5,Foothill,2592,3990,1922,15,367,,Active,November-10-2018 02:00 PM,November-10-2018 04:00 PM,http://www.redfin.com/CA/Oakland/2000-24th-Ave-94601/home/533181,Bridge MLS,40843507,N,Y,37.7866616,-122.2300906
MLS Listing,,Single Family Residential,2149 104th Ave,Oakland,CA,94603,468888,3,2.0,Alameda County,1150,2875,1957,17,408,,Active,,,http://www.redfin.com/CA/Oakland/2149-104th-Ave-94603/home/910507,BAREIS,21827378,N,Y,37.742775,-122.158907
MLS Listing,,Single Family Residential,4001 Maybelle Ave,Oakland,CA,94619,899000,4,2.5,Redwood Heights,1855,8960,1946,17,485,,Active,,,http://www.redfin.com/CA/Oakland/4001-Maybelle-Ave-94619/home/547075,Bridge MLS,40843381,N,Y,37.7920237,-122.1912559
MLS Listing,,Single Family Residential,9902 C St,Oakland,CA,94603,349950,3,2.0,Oakland,1434,2970,1952,18,244,,Active,,,http://www.redfin.com/CA/Oakland/9902-C-St-94603/home/1257143,Bridge MLS,40843340,N,Y,37.7415949,-122.1739176
MLS Listing,,Multi-Family (2-4 Unit),3229 Elm St,Oakland,CA,94609,1490000,8,4.0,Oakland,3093,4370,1896,18,482,,Active,,,http://www.redfin.com/CA/Oakland/3229-Elm-St-94609/home/147712932,Bridge MLS,40843324,N,Y,37.8213498,-122.2656767
MLS Listing,,Single Family Residential,908 Everett Ave,Oakland,CA,94602,1200000,4,2.0,Glenview,2107,6286,1953,18,570,,Active,,,http://www.redfin.com/CA/Oakland/908-Everett-Ave-94602/home/1891399,Bridge MLS,40843281,N,Y,37.8096733,-122.2228213
MLS Listing,,Multi-Family (2-4 Unit),4226 Oakmore Rd,Oakland,CA,94602,1375000,4,3.0,Oakland,3698,3698,1938,18,372,,Active,,,http://www.redfin.com/CA/Oakland/4226-Oakmore-Rd-94602/home/1398716,Bridge MLS,40843277,N,Y,37.8109424,-122.2123153
MLS Listing,,Single Family Residential,83 Echo Ave,Oakland,CA,94611,967500,2,2.0,Piedmont Avenue,1600,4380,2016,18,605,,Active,,,http://www.redfin.com/CA/Oakland/83-Echo-Ave-94611/home/147711537,Bridge MLS,40843258,N,Y,37.8274438,-122.2484019
MLS Listing,,Single Family Residential,81 Echo Ave,Oakland,CA,94611,967500,3,2.0,Piedmont Avenue,1800,4380,1920,18,538,,Active,,,http://www.redfin.com/CA/Oakland/81-Echo-Ave-94611/home/1936180,Bridge MLS,40843256,N,Y,37.8274897,-122.2483948
MLS Listing,,Multi-Family (2-4 Unit),2950 Telegraph Ave,Oakland,CA,94609,995000,4,3.0,Oakland,2984,3122,,18,333,,Active,,,http://www.redfin.com/CA/Oakland/2950-Telegraph-Ave-94609/home/145085969,Bridge MLS,40843238,N,Y,37.8189924,-122.2668398
MLS Listing,,Single Family Residential,5826 Avenal Ave,Oakland,CA,94605,398000,2,1.0,Oakland,1032,1848,1925,18,386,,Active,,,http://www.redfin.com/CA/Oakland/5826-Avenal-Ave-94605/home/567630,Bridge MLS,40843232,N,Y,37.7706585,-122.1924006
MLS Listing,,Single Family Residential,1065 57th St,Oakland,CA,94608,795000,2,1.5,Nobe,1062,4500,1905,18,749,,Active,,,http://www.redfin.com/CA/Oakland/1065-57th-St-94608/home/2040188,Bridge MLS,40843210,N,Y,37.8405267,-122.2810066
MLS Listing,,Single Family Residential,4527 Pampas Ave,Oakland,CA,94619,649000,2,1.0,Upper Laurel,940,3240,1926,19,690,,Active,,,http://www.redfin.com/CA/Oakland/4527-Pampas-Ave-94619/home/1667178,Bridge MLS,40843178,N,Y,37.7872404,-122.1892163
MLS Listing,,Single Family Residential,1649 34Th Ave,Oakland,CA,94601,669900,5,2.0,Fruitvale Area,2242,4000,1915,19,299,,Active,,,http://www.redfin.com/CA/Oakland/1649-34th-Ave-94601/home/1913896,Bridge MLS,40843164,N,Y,37.7805993,-122.222112
MLS Listing,,Single Family Residential,2650 38Th Ave,Oakland,CA,94619,374900,2,1.0,Oakland,795,2500,1912,19,472,,Active,,,http://www.redfin.com/CA/Oakland/2650-38th-Ave-94619/home/549407,Bridge MLS,40843162,N,Y,37.7857538,-122.2061642
MLS Listing,,Multi-Family (2-4 Unit),6915 KRAUSE Ave,Oakland,CA,94605,527000,4,2.0,Oakland,1808,6042,1950,19,291,,Active,,,http://www.redfin.com/CA/Oakland/6915-Krause-Ave-94605/home/1930408,Bridge MLS,40843139,N,Y,37.7665862,-122.1805251
MLS Listing,,Single Family Residential,2010 Filbert St,Oakland,CA,94607,719000,3,2.0,Oakland,1285,3250,1938,19,560,,Active,,,http://www.redfin.com/CA/Oakland/2010-Filbert-St-94607/home/1854772,San Francisco MLS,477818,N,Y,37.8130809,-122.28108
MLS Listing,,Single Family Residential,5626 Picardy Dr N,Oakland,CA,94605,699000,2,1.0,Normandy Gardens,1150,3534,1926,19,608,,Active,,,http://www.redfin.com/CA/Oakland/5626-Picardy-Dr-N-94605/home/2017528,Bridge MLS,40843088,N,Y,37.7752705,-122.189837
MLS Listing,,Townhouse,4612 Redwood Rd,Oakland,CA,94619,875000,3,2.5,Leona Park Villa,2102,1732,1996,19,416,425,Active,,,http://www.redfin.com/CA/Oakland/4612-Redwood-Rd-94619/home/1456833,Bridge MLS,40843071,N,Y,37.794011,-122.176079
MLS Listing,,Single Family Residential,3550 Seminary Ave,Oakland,CA,94605,649000,3,1.0,Alameda County,1324,4940,1940,19,490,,Active,,,http://www.redfin.com/CA/Oakland/3550-Seminary-Ave-94605/home/563096,BAREIS,21827197,N,Y,37.7791083,-122.1807912
MLS Listing,,Multi-Family (2-4 Unit),1912 Castro St,Oakland,CA,94612,1195000,5,3.5,Oakland,2572,2457,1893,19,465,,Active,,,http://www.redfin.com/CA/Oakland/1912-Castro-St-94612/home/1616435,Bridge MLS,40842996,N,Y,37.8101949,-122.27466
MLS Listing,,Single Family Residential,1227 Alvarado Rd,Berkeley,CA,94705,1539000,3,2.5,Claremont Knolls,2904,8880,1982,20,530,,Active,,,http://www.redfin.com/CA/Berkeley/1227-Alvarado-Rd-94705/home/629978,Bridge MLS,40842956,N,Y,37.8629924,-122.2321295
MLS Listing,,Multi-Family (2-4 Unit),2022 E 23rd St,Oakland,CA,94606,625000,4,2.0,Alameda County,1690,5388,1900,20,370,,Active,,,http://www.redfin.com/CA/Oakland/2022-E-23rd-St-94606/home/1888386,BAREIS,21827146,N,Y,37.7924323,-122.2332819
MLS Listing,,Single Family Residential,2718 Pleasant St,Oakland,CA,94602,499000,2,1.0,Upper Fruitvale,896,6148,1924,20,557,,Active,,,http://www.redfin.com/CA/Oakland/2718-Pleasant-St-94602/home/1981374,Bridge MLS,40842897,N,Y,37.7968789,-122.2154184
MLS Listing,,Multi-Family (2-4 Unit),2019 E 20th,Oakland,CA,94606-4285,1280000,8,5.0,San Antonio Park,3224,3500,1905,20,397,,Active,,,http://www.redfin.com/CA/Oakland/2019-E-20th-St-94606/unit-C/home/1842844,Bridge MLS,40842711,N,Y,37.7895876,-122.2357639
MLS Listing,,Single Family Residential,9637 E St,Oakland,CA,94603,449000,3,1.0,Oakland,1097,5600,1945,20,409,,Active,,,http://www.redfin.com/CA/Oakland/9637-E-St-94603/home/587156,Bridge MLS,40842882,N,Y,37.7424782,-122.1775097
MLS Listing,,Single Family Residential,5567 Thomas Ave,Oakland,CA,94618,1795000,3,2.0,Rockridge,2228,4000,1919,20,806,,Active,,,http://www.redfin.com/CA/Oakland/5567-Thomas-Ave-94618/home/1517320,Bridge MLS,40842843,N,Y,37.8408042,-122.2475971
MLS Listing,,Multi-Family (5+ Unit),4328 Howe St,Oakland,CA,94611,2888000,11,,Oakland,6668,6291,1959,20,433,,Active,November-7-2018 12:00 PM,November-7-2018 01:00 PM,http://www.redfin.com/CA/Oakland/4328-Howe-St-94611/home/1234663,San Francisco MLS,477739,N,Y,37.8297597,-122.2489488
MLS Listing,,Single Family Residential,590 Gravatt Dr,Berkeley,CA,94705,2795000,4,3.5,Claremont Hills,4020,8986,2018,20,695,,Active,,,http://www.redfin.com/CA/Berkeley/590-Gravatt-Dr-94705/home/147661858,Bridge MLS,40842819,N,Y,37.8602444,-122.2316442
MLS Listing,,Single Family Residential,851 Santa Ray Ave,Oakland,CA,94610,1995000,5,3.5,Crocker Hghlands,3501,5200,1922,20,570,,Active,,,http://www.redfin.com/CA/Oakland/851-Santa-Ray-Ave-94610/home/1726500,Bridge MLS,40842790,N,Y,37.8124903,-122.2307998
MLS Listing,,Single Family Residential,2828 55th Ave,Oakland,CA,94605,649000,3,2.0,Maxwell Park,1551,4720,1926,21,418,,Active,,,http://www.redfin.com/CA/Oakland/2828-55th-Ave-94605/home/1809353,Bridge MLS,40842744,N,Y,37.7755058,-122.1913889
MLS Listing,,Single Family Residential,7601 Rudsdale St,Oakland,CA,94621,525000,3,2.0,East Oakland,1200,4650,1942,21,438,,Active,,,http://www.redfin.com/CA/Oakland/7601-Rudsdale-St-94621/home/581070,Bridge MLS,40842705,N,Y,37.75619,-122.187379
MLS Listing,,Multi-Family (2-4 Unit),1084 30th St,Oakland,CA,94608,849000,7,4.0,West Oakland,3200,3900,1895,22,265,,Active,,,http://www.redfin.com/CA/Oakland/1084-30th-St-94608/home/1617620,Bridge MLS,40842637,N,Y,37.8219247,-122.2803338
MLS Listing,,Single Family Residential,9429 D St,Oakland,CA,94603,544900,3,2.0,Alameda,1184,5000,1936,22,460,,Active,,,http://www.redfin.com/CA/Oakland/9429-D-St-94603/home/588645,Bridge MLS,40842629,N,Y,37.7441909,-122.1776427
MLS Listing,,Single Family Residential,1209 34Th St,Oakland,CA,94608,498000,2,1.5,West Oakland,1250,3300,1895,22,398,,Active,,,http://www.redfin.com/CA/Oakland/1209-34th-St-94608/home/569718,Bridge MLS,40842609,N,Y,37.8256139,-122.281804
MLS Listing,,Single Family Residential,,Oakland,CA,94606,599900,3,1.0,San Antonio Park,1005,2520,1908,22,597,,Active,,,http://www.redfin.com/CA/Oakland/Undisclosed-address-94606/home/532759,Bridge MLS,40842584,N,Y,37.7889486,-122.2394426
MLS Listing,,Townhouse,9722 Hillgrade,Oakland,CA,94603-0000,450000,3,1.5,East Oakland,1400,,1980,22,321,300,Active,,,http://www.redfin.com/CA/Oakland/9722-Hillgrade-Ct-94603/home/1608027,Bridge MLS,40842552,N,Y,37.7503079,-122.159396
MLS Listing,,Single Family Residential,7607 Hillside St,Oakland,CA,94605-2823,440000,2,1.0,Eastmont,888,2470,1926,24,495,,Active,,,http://www.redfin.com/CA/Oakland/7607-Hillside-St-94605/home/773009,Bridge MLS,40842481,N,Y,37.766352,-122.1717446
MLS Listing,,Single Family Residential,8922 Burr St,Oakland,CA,94605,649000,4,3.0,Toler Heights,1985,7500,1961,24,327,,Active,,,http://www.redfin.com/CA/Oakland/8922-Burr-St-94605/home/631539,Bridge MLS,40842470,N,Y,37.7568273,-122.1589273
MLS Listing,,Multi-Family (2-4 Unit),2000 E 22nd St,Oakland,CA,94606-4119,749000,4,3.0,Oakland,1635,3500,1895,25,458,,Active,,,http://www.redfin.com/CA/Oakland/2000-E-22nd-St-94606/home/1543050,Bridge MLS,40842425,N,Y,37.7917619,-122.234257
MLS Listing,,Single Family Residential,2833 Martin Luther King Jr Way,Oakland,CA,94609,549000,3,2.0,Nobe,1448,1725,1906,25,379,,Active,,,http://www.redfin.com/CA/Oakland/2833-Martin-Luther-King-Jr-Way-94609/home/1815722,Bridge MLS,40842421,N,Y,37.8185869,-122.2715143
MLS Listing,,Single Family Residential,1025 18Th St,Oakland,CA,94607,799000,4,2.5,West Oakland,1412,3880,1908,25,566,,Active,,,http://www.redfin.com/CA/Oakland/1025-18th-St-94607/home/1463993,Bridge MLS,40842417,N,Y,37.8116631,-122.2827344
MLS Listing,,Single Family Residential,2456 Rampart St,Oakland,CA,94602-3037,735000,2,1.0,Lincoln Highland,812,4264,1943,25,905,,Active,,,http://www.redfin.com/CA/Oakland/2456-Rampart-St-94602/home/1563418,Bridge MLS,40842348,N,Y,37.8047745,-122.2071284
MLS Listing,,Single Family Residential,6180 Buena Vista Ave,Oakland,CA,94618,1595000,4,3.0,Upper Rockridge,2400,9150,1988,25,665,,Active,,,http://www.redfin.com/CA/Oakland/6180-Buena-Vista-Ave-94618/home/945268,Bridge MLS,40842337,N,Y,37.844085,-122.231376
MLS Listing,,Single Family Residential,1564 Bridge Ave,Oakland,CA,94601,499000,2,2.0,Fruitvale,904,3200,1912,25,552,,Active,,,http://www.redfin.com/CA/Oakland/1564-Bridge-Ave-94601/home/528611,Bridge MLS,40842254,N,Y,37.77787,-122.2194524
MLS Listing,,Single Family Residential,3302 ADELINE St,OAKLAND,CA,94608,679999,3,2.0,OAKLAND,1270,3810,1902,26,535,,Active,,,http://www.redfin.com/CA/Oakland/3302-Adeline-St-94608/home/676316,MLSListings,ML81727354,N,Y,37.8246057,-122.2804749
MLS Listing,,Multi-Family (2-4 Unit),3105 Telegraph Ave,Berkeley,CA,94705,1895000,7,4.0,Berkeley,2918,3597,1918,26,649,,Active,,,http://www.redfin.com/CA/Berkeley/3105-Telegraph-Ave-94705/home/1414231,Bridge MLS,40842164,N,Y,37.853476,-122.259678
MLS Listing,,Single Family Residential,2574 63rd Ave,Oakland,CA,94605,380000,2,1.0,Foothill Park,1187,5440,1924,26,320,,Active,,,http://www.redfin.com/CA/Oakland/2574-63rd-Ave-94605/home/1341788,Bridge MLS,40842152,N,Y,37.7692617,-122.1875313
MLS Listing,,Multi-Family (2-4 Unit),219 Foothill,Oakland,CA,94606-1722,885000,,,Oakland,3112,5000,1922,26,284,,Active,,,http://www.redfin.com/CA/Oakland/219-Foothill-Blvd-94606/home/536294,Bridge MLS,40842118,N,Y,37.7988459,-122.2542444
MLS Listing,,Single Family Residential,7455 Woodrow Dr,Oakland,CA,94611,1249000,3,2.5,Shepard Canyon,2934,6672,2000,26,426,,Active,,,http://www.redfin.com/CA/Oakland/7455-Woodrow-Dr-94611/home/1590449,Bridge MLS,40842114,N,Y,37.8341568,-122.1932512
