SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,7400 Rudsdale St Unit D,Oakland,CA,94621,425000,3,2.0,East Oakland,1272,900,1985,26,334,150,Active,,,http://www.redfin.com/CA/Oakland/7400-Rudsdale-St-94621/unit-D/home/125083323,Bridge MLS,40847503,N,Y,37.7575436,-122.1879685
MLS Listing,,Multi-Family (2-4 Unit),3105 Telegraph Ave,Berkeley,CA,94705,1895000,7,4.0,Berkeley,2918,3597,1918,26,649,,Active,,,http://www.redfin.com/CA/Berkeley/3105-Telegraph-Ave-94705/home/1414231,Bridge MLS,40847490,N,Y,37.853476,-122.259678
MLS Listing,,Vacant Land,340 mcarthur Ave,San Leandro,CA,94577,799000,,,San Leandro,,1964,,26,,,Active,,,http://www.redfin.com/CA/San-Leandro/340-MacArthur-Blvd-94577/home/112987564,Bridge MLS,40847485,N,Y,37.740013,-122.146266
MLS Listing,,Single Family Residential,556 El Dorado Ave,Oakland,CA,94611,625000,1,1.0,Piedmont Avenue,896,2009,1925,26,698,,Active,December-30-2018 02:00 PM,December-30-2018 04:30 PM,http://www.redfin.com/CA/Oakland/556-El-Dorado-Ave-94611/home/1507792,Bridge MLS,40847469,N,Y,37.821746,-122.2537093
MLS Listing,,Condo/Co-op,801 Franklin St #824,Oakland,CA,94607,495000,1,1.0,Chinatown,810,,1976,27,611,380,Active,December-30-2018 02:00 PM,December-30-2018 04:00 PM,http://www.redfin.com/CA/Oakland/801-Franklin-St-94607/unit-824/home/1773557,Bridge MLS,40847449,N,Y,37.8002294,-122.272868
MLS Listing,,Single Family Residential,6839 Sherwick Dr,Berkeley,CA,94705,1475000,4,3.5,Claremont Hills,3590,6819,2006,27,411,,Active,,,http://www.redfin.com/CA/Berkeley/6839-Sherwick-Dr-94705/home/12110872,Bridge MLS,40847448,N,Y,37.8562404,-122.2233975
MLS Listing,,Single Family Residential,324 Jones Ave,Oakland,CA,94603,500000,2,1.0,Brookfield,1032,4056,1942,27,484,,Active,,,http://www.redfin.com/CA/Oakland/324-Jones-Ave-94603/home/591451,Bridge MLS,40847433,N,Y,37.7336587,-122.1889502
MLS Listing,,Multi-Family (2-4 Unit),515 Valle Vista Ave,Oakland,CA,94610,1499999,4,4.0,Piedmont/Grand,3105,6563,1916,27,483,,Active,,,http://www.redfin.com/CA/Oakland/515-Valle-Vista-Ave-94610/home/1234285,Bridge MLS,40847375,N,Y,37.8149019,-122.2472882
MLS Listing,,Single Family Residential,6230 Laird Ave,OAKLAND,CA,94605,799000,4,1.5,OAKLAND,1864,5000,1920,29,429,,Active,December-30-2018 01:00 PM,December-30-2018 04:00 PM,http://www.redfin.com/CA/Oakland/6230-Laird-Ave-94605/home/564486,MLSListings,ML81732440,N,Y,37.7757705,-122.1785296
MLS Listing,,Single Family Residential,3715 Virden Ave,Oakland,CA,94619,799000,6,3.0,Redwood Heights,2300,3325,1928,30,347,,Active,,,http://www.redfin.com/CA/Oakland/3715-Virden-Ave-94619/home/547600,Bridge MLS,40847287,N,Y,37.7957716,-122.1914333
MLS Listing,,Vacant Land,6500 Girvin,Oakland,CA,94611,275000,,,Oakland,,11666,,30,,,Active,,,http://www.redfin.com/CA/Oakland/6500-Girvin-Dr-94611/home/22725719,Bridge MLS,40847286,N,Y,37.829365,-122.193253
MLS Listing,,Multi-Family (2-4 Unit),2223 E 23rd,Oakland,CA,94606,1186000,12,6.0,Oakland,3981,7000,1898,30,298,,Active,,,http://www.redfin.com/CA/Oakland/2223-E-23rd-St-94606/home/1329197,Bridge MLS,40847253,N,Y,37.790628,-122.231358
MLS Listing,,Single Family Residential,7217 Skyline Blvd,Oakland,CA,94611,1395000,4,3.5,Alameda County,,7841,2006,30,,,Active,,,http://www.redfin.com/CA/Oakland/7217-Skyline-Blvd-94611/home/12348763,BAREIS,21830135,N,Y,37.8428479,-122.1967539
MLS Listing,,Multi-Family (2-4 Unit),9844 Holly St,Oakland,CA,94603,750000,8,4.0,Oakland,3648,7500,1963,30,206,,Active,,,http://www.redfin.com/CA/Oakland/9844-Holly-St-94603/home/1243972,Bridge MLS,40847226,N,Y,37.744236,-122.1685515
MLS Listing,,Vacant Land,0 Fontaine St,Oakland,CA,94605,295000,,,Oakland,,17707,,30,,,Active,,,http://www.redfin.com/CA/Oakland/Fontaine-St-94605/home/22720764,Bridge MLS,40847228,N,Y,37.761958,-122.157152
MLS Listing,,Single Family Residential,1432 Wood St,Oakland,CA,94607,1090000,3,2.5,West Oakland,1770,1856,2017,30,616,,Active,December-30-2018 02:00 PM,December-30-2018 04:00 PM,http://www.redfin.com/CA/Oakland/1432-Wood-St-94607/home/148372791,Bridge MLS,40847183,N,Y,37.8135526,-122.2974232
MLS Listing,,Single Family Residential,7225 Ney Ave,Oakland,CA,94605,795000,7,3.0,Eastmont Hills,2175,4599,1961,31,366,,Active,,,http://www.redfin.com/CA/Oakland/7225-Ney-Ave-94605/home/1517128,Bridge MLS,40847157,N,Y,37.7701582,-122.1716448
MLS Listing,,Single Family Residential,2068 85th Ave,Oakland,CA,94621,385000,2,1.0,East Oakland,1027,3200,1939,31,375,,Active,,,http://www.redfin.com/CA/Oakland/2068-85th-Ave-94621/home/1290017,Bridge MLS,40847113,N,Y,37.7573432,-122.168995
MLS Listing,,Single Family Residential,4410 San Carlos Ave,Oakland,CA,94601,489000,2,1.0,Maxwell Pk Area,880,2772,1904,31,556,,Active,December-30-2018 02:00 PM,December-30-2018 04:00 PM,http://www.redfin.com/CA/Oakland/4410-San-Carlos-Ave-94601/home/728744,Bridge MLS,40847085,N,Y,37.7783149,-122.2075163
MLS Listing,,Single Family Residential,1940 100Th Ave,Oakland,CA,94603,480000,3,1.0,Oakland,877,4104,1921,31,547,,Active,,,http://www.redfin.com/CA/Oakland/1940-100th-Ave-94603/home/1342076,Bridge MLS,40847065,N,Y,37.7444327,-122.1621761
MLS Listing,,Single Family Residential,7909 Sunkist Dr,Oakland,CA,94605,725000,2,2.0,Eastmont Hills,1520,5850,1951,31,477,,Active,,,http://www.redfin.com/CA/Oakland/7909-Sunkist-Dr-94605/home/980740,Bridge MLS,40847061,N,Y,37.76799,-122.1615884
MLS Listing,,Single Family Residential,8120 Idlewood St,Oakland,CA,94605,410000,2,1.0,Eastmont,1025,3330,1939,32,400,,Active,,,http://www.redfin.com/CA/Oakland/8120-Idlewood-St-94605/home/1801077,Bridge MLS,40847044,N,Y,37.7626426,-122.1662896
MLS Listing,,Single Family Residential,1508 Willow St,Oakland,CA,94607,735000,4,2.5,West Oakland,2161,3720,1984,32,340,,Active,,,http://www.redfin.com/CA/Oakland/1508-Willow-St-94607/home/840281,Bridge MLS,40846998,N,Y,37.8133508,-122.295714
MLS Listing,,Single Family Residential,2161 40Th Ave,Oakland,CA,94601,538000,3,1.0,Fruitvale,1556,2720,1927,32,346,,Active,,,http://www.redfin.com/CA/Oakland/2161-40th-Ave-94601/home/591887,Bridge MLS,40846967,N,Y,37.7808118,-122.2113068
MLS Listing,,Single Family Residential,1946 E 22Nd St,Oakland,CA,94606,454000,2,1.0,Highland Park,1056,5320,1915,32,430,,Active,,,http://www.redfin.com/CA/Oakland/1946-E-22nd-St-94606/home/1888344,Bridge MLS,40846903,N,Y,37.7918466,-122.2343456
MLS Listing,,Single Family Residential,2737 Parker Ave,Oakland,CA,94605,420000,2,1.0,Macarthur Height,939,3800,1925,33,447,,Active,,,http://www.redfin.com/CA/Oakland/2737-Parker-Ave-94605/home/1224280,Bridge MLS,40846857,N,Y,37.7654539,-122.1693054
MLS Listing,,Single Family Residential,3432 Storer Ave,Oakland,CA,94619,649900,2,1.0,Maxwell  Park,1064,4557,1920,33,611,,Active,,,http://www.redfin.com/CA/Oakland/3432-Storer-Ave-94619/home/1031091,Bridge MLS,40846834,N,Y,37.7852256,-122.1948474
MLS Listing,,Vacant Land,Crestmont Dr,Oakland,CA,94619,999000,,,Oakland,,55698,,33,,,Active,,,http://www.redfin.com/CA/Oakland/Crestmont-Dr-94619/home/22688485,Bridge MLS,40846810,N,Y,37.79817,-122.175516
MLS Listing,,Single Family Residential,5990 Racine St,Oakland,CA,94609,897900,3,1.0,Lwr Rockridge,1221,3325,1911,33,735,,Active,,,http://www.redfin.com/CA/Oakland/5990-Racine-St-94609/home/659456,Bridge MLS,40846807,N,Y,37.8462742,-122.2617332
MLS Listing,,Multi-Family (2-4 Unit),3011 E 19th St,Oakland,CA,94601,850000,5,3.5,Oakland,2652,6250,1915,34,321,,Active,,,http://www.redfin.com/CA/Oakland/3011-E-19th-St-94601/home/1618862,San Francisco MLS,479008,N,Y,37.782932,-122.22434
MLS Listing,,Vacant Land,,Oakland,CA,94602,179000,,,Oakland,,8199,,35,,,Active,,,http://www.redfin.com/CA/Piedmont/Undisclosed-address-94602/home/22727665,Bridge MLS,40846714,N,Y,37.807607,-122.195967
MLS Listing,,Single Family Residential,6608 Outlook Ave,Oakland,CA,94605,875000,4,3.0,Bayview,2034,7000,1928,36,430,,Active,,,http://www.redfin.com/CA/Oakland/6608-Outlook-Ave-94605/home/1670928,Bridge MLS,40846699,N,Y,37.7747556,-122.1742724
MLS Listing,,Multi-Family (2-4 Unit),1324 Peralta St,Oakland,CA,94607,1200000,7,6.0,Oakland,2262,2641,1895,36,531,,Active,,,http://www.redfin.com/CA/Oakland/1324-Peralta-St-94607/home/1913050,Bridge MLS,40846688,N,Y,37.811026,-122.293841
MLS Listing,,Single Family Residential,1029 107Th Ave,Oakland,CA,94603,599000,2,1.0,Stonehurst,1203,10000,1917,36,498,,Active,,,http://www.redfin.com/CA/Oakland/1029-107th-Ave-94603/home/1307875,Bridge MLS,40846686,N,Y,37.7357271,-122.1712568
MLS Listing,,Single Family Residential,,Oakland,CA,94621,350000,2,1.0,,728,2375,1927,36,481,,Active,,,http://www.redfin.com/CA/Oakland/Undisclosed-address-94621/home/1307659,BAREIS,21829751,N,Y,37.755018,-122.191399
MLS Listing,,Single Family Residential,3226 MILLSVIEW,Oakland,CA,94619,588000,4,1.5,Maxwell Park,1129,3520,1924,37,521,,Active,,,http://www.redfin.com/CA/Oakland/3226-Millsview-Ave-94619/home/551053,Bridge MLS,40846679,N,Y,37.7785802,-122.1881521
MLS Listing,,Single Family Residential,10936 Cotter,Oakland,CA,94605,795000,4,2.5,Grass Valley,1773,6800,1957,39,448,,Active,December-30-2018 02:00 PM,December-30-2018 04:30 PM,http://www.redfin.com/CA/Oakland/10936-Cotter-St-94605/home/1547488,Bridge MLS,40846636,N,Y,37.7533468,-122.1217972
MLS Listing,,Multi-Family (2-4 Unit),1006 57Th St,Oakland,CA,94608,775000,2,2.0,Nobe,1396,4000,1908,39,555,,Active,,,http://www.redfin.com/CA/Oakland/1006-57th-St-94608/home/1285788,Bridge MLS,40846617,N,Y,37.8412413,-122.2787201
MLS Listing,,Single Family Residential,344 Peralta St,Oakland,CA,94607,549900,3,1.0,Alameda County,873,4038,1892,39,630,,Active,,,http://www.redfin.com/CA/Oakland/344-Peralta-St-94607/home/1913051,Bridge MLS,40846586,N,Y,37.804334,-122.299233
MLS Listing,,Single Family Residential,6137 Valley View Rd,Oakland,CA,94611-2027,829000,2,1.5,Montclair,1113,11600,1936,39,745,,Active,,,http://www.redfin.com/CA/Oakland/6137-Valley-View-Rd-94611/home/1650144,Bridge MLS,40846582,N,Y,37.8409131,-122.212005
MLS Listing,,Condo/Co-op,,Oakland,CA,94607,1199999,2,2.5,Jack London Sq,1269,,2009,39,946,843,Active,,,http://www.redfin.com/CA/Oakland/Undisclosed-address-94607/home/28696666,Bridge MLS,40846579,N,Y,37.7962472,-122.275671
MLS Listing,,Multi-Family (5+ Unit),2821 Telegraph Ave,OAKLAND,CA,94609,3500000,2,,OAKLAND,7436,6514,1908,40,471,,Active,,,http://www.redfin.com/CA/Oakland/2821-Telegraph-Ave-94609/home/148174827,MLSListings,ML81731736,N,Y,37.8178183,-122.2678479
MLS Listing,,Single Family Residential,5834 Walnut St,Oakland,CA,94605,427000,6,3.0,Millsmont Area,2368,2640,1910,40,180,,Active,,,http://www.redfin.com/CA/Oakland/5834-Walnut-St-94605/home/1761396,Bridge MLS,40846564,N,Y,37.7721658,-122.1905112
MLS Listing,,Single Family Residential,1627 83rd Ave,Oakland,CA,94621,385000,3,1.0,Oakland,798,5000,1919,41,482,,Active,,,http://www.redfin.com/CA/Oakland/1627-83rd-Ave-94621/home/748022,CRMLS,OC18276887,N,Y,37.7563932,-122.176401
MLS Listing,,Single Family Residential,7070 Buckingham Blvd,Berkeley,CA,94705,1175000,4,3.5,Claremont Hills,2487,6509,1993,42,472,,Active,,,http://www.redfin.com/CA/Berkeley/7070-Buckingham-Blvd-94705/home/2037028,Bridge MLS,40846462,N,Y,37.8598993,-122.2220234
MLS Listing,,Vacant Land,Frye St,Oakland,CA,94602,299000,,,Oakland,,19687,,42,,,Active,,,http://www.redfin.com/CA/Oakland/Frye-St-94602/home/22718024,Bridge MLS,40846446,N,Y,37.803601,-122.196585
MLS Listing,,Vacant Land,0 Sheridan Rd,Oakland,CA,94618,289000,,,Rockridge,,5400,,43,,,Active,,,http://www.redfin.com/CA/Oakland/Sheridan-Rd-94618/home/22657139,Bridge MLS,40846423,N,Y,37.83971,-122.224942
MLS Listing,,Single Family Residential,1130 E 11th St,Oakland,CA,94606,560000,3,1.0,New China Town,1405,3750,1895,44,399,,Active,,,http://www.redfin.com/CA/Oakland/1130-E-11th-St-94606/home/1952064,Bridge MLS,40846366,N,Y,37.7897103,-122.2501231
MLS Listing,,Multi-Family (2-4 Unit),,Oakland,CA,94601,699000,,,Oakland,2015,4431,1910,44,347,,Active,,,http://www.redfin.com/CA/Oakland/Undisclosed-address-94601/home/552388,Bridge MLS,40846347,N,Y,37.7781293,-122.212005
MLS Listing,,Single Family Residential,4001 Maybelle Ave,Oakland,CA,94619,899000,4,2.5,Oakland,1517,8960,1946,44,593,,Active,,,http://www.redfin.com/CA/Oakland/4001-Maybelle-Ave-94619/home/547075,San Francisco MLS,478888,N,Y,37.7920237,-122.1912559
MLS Listing,,Single Family Residential,3152 Bona St,Oakland,CA,94601,649000,3,2.0,Oakland,1074,3700,1916,44,604,,Active,,,http://www.redfin.com/CA/Oakland/3152-Bona-St-94601/home/1910666,Bridge MLS,40846284,N,Y,37.791385,-122.2159731
MLS Listing,,Multi-Family (2-4 Unit),1130 E 17Th St,Oakland,CA,94606,622500,4,4.0,Oakland,2040,3500,1974,45,305,,Active,,,http://www.redfin.com/CA/Oakland/1130-E-17th-St-94606/home/532577,Bridge MLS,40846183,N,Y,37.7931203,-122.2454256
MLS Listing,,Condo/Co-op,280 Caldecott Ln #211,Oakland,CA,94618,468000,1,1.0,Alameda County,728,35782,1997,45,643,459,Active,,,http://www.redfin.com/CA/Oakland/280-Caldecott-Ln-94618/unit-211/home/945716,BAREIS,21829375,N,Y,37.8576653,-122.2215047
MLS Listing,,Multi-Family (5+ Unit),2 Whitmore Pl,Oakland,CA,94611,1695000,7,,Oakland,3988,5400,1956,46,425,,Active,,,http://www.redfin.com/CA/Oakland/2-Whitmore-Pl-94611/home/1855205,San Francisco MLS,478833,N,Y,37.8331397,-122.2522059
MLS Listing,,Multi-Family (2-4 Unit),3114 San Pablo,Oakland,CA,94608,649000,,,Emeryville Borde,2711,1740,1910,47,239,,Active,,,http://www.redfin.com/CA/Oakland/3114-San-Pablo-Ave-94608/home/146984808,Bridge MLS,40846020,N,Y,37.8218998,-122.2766316
MLS Listing,,Single Family Residential,1529 25Th Ave,Oakland,CA,94601,528888,2,1.0,Oakland,1176,3630,1908,47,450,,Active,,,http://www.redfin.com/CA/Oakland/1529-25th-Ave-94601/home/1711641,Bridge MLS,40846005,N,Y,37.7835559,-122.2325727
MLS Listing,,Single Family Residential,1968 82Nd Ave,Oakland,CA,94621,429900,2,1.0,Oakland,986,5600,1940,47,436,,Active,,,http://www.redfin.com/CA/Oakland/1968-82nd-Ave-94621/home/551520,Bridge MLS,40845984,N,Y,37.7589007,-122.1724541
MLS Listing,,Multi-Family (2-4 Unit),1124 58th,Oakland,CA,94621,445000,,,Oakland,1200,3500,1924,48,371,,Active,,,http://www.redfin.com/CA/Oakland/1124-58th-Ave-94621/home/1289998,Bridge MLS,40845921,N,Y,37.7622422,-122.2046568
MLS Listing,,Single Family Residential,2000 90Th Ave,Oakland,CA,94603,535890,3,1.0,East Oakland,1408,6000,1912,48,381,,Active,,,http://www.redfin.com/CA/Oakland/2000-90th-Ave-94603/home/1422842,Bridge MLS,40845912,N,Y,37.7524549,-122.1675314
MLS Listing,,Vacant Land,Overmoor St,Oakland,CA,94603,1200000,,,Oakland,,164562,,48,,,Active,,,http://www.redfin.com/CA/Oakland/Overmoor-St-94605/home/22722723,Bridge MLS,40845892,N,Y,37.748377,-122.135055
MLS Listing,,Townhouse,1476 Adeline St,Oakland,CA,94607,619000,3,2.5,West Oakland,1300,1545,1996,51,476,145,Active,,,http://www.redfin.com/CA/Oakland/1476-Adeline-St-94607/home/525243,Bridge MLS,40845734,N,Y,37.8100049,-122.28572
MLS Listing,,Single Family Residential,10923 Foothill,Oakland,CA,94605-5203,575000,3,2.0,E Oakland,1101,5712,1923,51,522,,Active,,,http://www.redfin.com/CA/Oakland/10923-Foothill-Blvd-94605/home/1987291,Bridge MLS,40845699,N,Y,37.7424316,-122.1467738
MLS Listing,,Single Family Residential,8309 Iris St,Oakland,CA,94605,459000,3,2.0,Oakland,1384,4585,1926,51,332,,Active,,,http://www.redfin.com/CA/Oakland/8309-Iris-St-94605/home/1323719,Bridge MLS,40845653,N,Y,37.7609064,-122.1661122
MLS Listing,,Single Family Residential,3251 Linden St,Oakland,CA,94608,485000,2,1.0,West Oakland,1061,4760,1904,51,457,,Active,,,http://www.redfin.com/CA/Oakland/3251-Linden-St-94608/home/525141,Bridge MLS,40845652,N,Y,37.8243051,-122.2786585
MLS Listing,,Single Family Residential,2417 Palmetto St,Oakland,CA,94602,699900,3,1.5,Diamond District,1724,6850,1912,51,406,,Active,,,http://www.redfin.com/CA/Oakland/2417-Palmetto-St-94602/home/540965,Bridge MLS,40845629,N,Y,37.7988307,-122.2146094
MLS Listing,,Single Family Residential,2731 Chelsea Dr,Oakland,CA,94611,1899000,4,2.5,Piedmont Pines,3128,19278,1958,51,607,,Active,,,http://www.redfin.com/CA/Oakland/2731-Chelsea-Dr-94611/home/1496931,Bridge MLS,40845614,N,Y,37.8250291,-122.1927635
MLS Listing,,Condo/Co-op,10871 Packard St #161,Oakland,CA,94603,475000,2,2.0,Oakland,932,,2002,51,510,333,Active,,,http://www.redfin.com/CA/Oakland/10871-Packard-St-94603/unit-161/home/803972,Bridge MLS,40845610,N,Y,37.737847,-122.1620978
MLS Listing,,Single Family Residential,2808 Madera Ave,OAKLAND,CA,94619,888000,3,2.0,OAKLAND,1360,5040,1921,51,653,,Active,,,http://www.redfin.com/CA/Oakland/2808-Madera-Ave-94619/home/560258,MLSListings,ML81730713,N,Y,37.7772944,-122.1939606
MLS Listing,,Single Family Residential,0 Westover,Oakland,CA,94603,1695000,5,4.0,Oakland,4000,6600,2018,52,424,,Active,,,http://www.redfin.com/CA/Oakland/Westover-Dr-94611/home/22725504,Bridge MLS,40845540,N,Y,37.83093,-122.194324
MLS Listing,,Single Family Residential,2701 Maxwell Ave,Oakland,CA,94619,778000,2,1.0,Maxwell  Park,1200,4173,1925,52,648,,Active,,,http://www.redfin.com/CA/Oakland/2701-Maxwell-Ave-94619/home/786740,Bridge MLS,40845510,N,Y,37.778189,-122.1975077
MLS Listing,,Single Family Residential,1012 Linden St,Oakland,CA,94607,749000,5,2.0,West Oakland,1545,,1973,52,485,,Active,,,http://www.redfin.com/CA/Oakland/1012-Linden-St-94607/home/1112978,Bridge MLS,40845491,N,Y,37.806499,-122.284639
MLS Listing,,Multi-Family (2-4 Unit),2368 High St,Oakland,CA,94601,849000,,,Maxwell,3642,3547,1940,52,233,,Active,,,http://www.redfin.com/CA/Oakland/2368-High-St-94601/home/143505200,Bridge MLS,40845490,N,Y,37.7805188,-122.2057984
MLS Listing,,Vacant Land,Monan St,Oakland,CA,94605,299000,,,Oakland,,44580,,52,,,Active,,,http://www.redfin.com/CA/Oakland/Monan-St-94605/home/1483686,Bridge MLS,40845467,N,Y,37.753263,-122.127769
MLS Listing,,Multi-Family (2-4 Unit),701 32nd St,Oakland,CA,94609,649000,3,3.0,Oakland,1776,3500,1962,52,365,,Active,,,http://www.redfin.com/CA/Oakland/701-32nd-St-94609/home/2016905,Bridge MLS,40845460,N,Y,37.8214229,-122.2720127
MLS Listing,,Condo/Co-op,365 Somerset Rd,Oakland,CA,94611,499000,2,1.0,Lower Montclair,800,,1963,52,624,250,Active,,,http://www.redfin.com/CA/Piedmont/365-Somerset-Rd-94611/home/12116999,Bridge MLS,40845428,N,Y,37.820061,-122.20887
MLS Listing,,Single Family Residential,891 61st St,Oakland,CA,94608,999999,3,1.5,N Oakland,1385,4455,1906,53,722,,Active,December-30-2018 02:30 PM,December-30-2018 04:30 PM,http://www.redfin.com/CA/Oakland/891-61st-St-94608/home/530667,Bridge MLS,40845386,N,Y,37.8453656,-122.274804
MLS Listing,,Single Family Residential,5710 Harbord Dr,Oakland,CA,94611,2200000,4,4.0,Oakland,4202,12470,1948,53,524,,Active,December-30-2018 01:00 PM,December-30-2018 04:00 PM,http://www.redfin.com/CA/Oakland/5710-Harbord-Dr-94611/home/1118894,Bridge MLS,40845350,N,Y,37.8322355,-122.2208487
MLS Listing,,Multi-Family (2-4 Unit),2349 Waverly St,Oakland,CA,94612,995000,,,Oakland,1174,3000,1899,54,848,,Active,,,http://www.redfin.com/CA/Oakland/2349-Waverly-St-94612/home/962017,Bridge MLS,40845212,N,Y,37.8126251,-122.2631511
MLS Listing,,Single Family Residential,12 Cary Ct,Oakland,CA,94603,485000,2,1.0,Brookfield Villg,825,4056,1943,54,588,,Active,,,http://www.redfin.com/CA/Oakland/12-Cary-Ct-94603/home/2036769,Bridge MLS,40845210,N,Y,37.7354353,-122.1833631
MLS Listing,,Single Family Residential,1327 93rd,Oakland,CA,94603,488000,3,1.5,Oakland,1800,4176,1922,54,271,,Active,,,http://www.redfin.com/CA/Oakland/1327-93rd-Ave-94603/home/1872192,Bridge MLS,40845160,N,Y,37.7474658,-122.1743611
MLS Listing,,Single Family Residential,8118 Sunkist Dr,Oakland,CA,94605,768888,3,2.5,King Estates,1649,5520,1951,54,466,,Active,,,http://www.redfin.com/CA/Oakland/8118-Sunkist-Dr-94605/home/1118341,Bridge MLS,40845155,N,Y,37.7661411,-122.1583507
MLS Listing,,Single Family Residential,2033 Myrtle St,Oakland,CA,94607,599000,2,2.0,Oakland,1137,3964,1907,55,527,,Active,,,http://www.redfin.com/CA/Oakland/2033-Myrtle-St-94607/home/1321510,San Francisco MLS,478519,N,Y,37.81353,-122.280421
MLS Listing,,Vacant Land,2020 Mastlands Dr,Oakland,CA,94603,219000,,,Piedmont Pines,,13103,,55,,,Active,,,http://www.redfin.com/CA/Oakland/2020-Mastlands-Dr-94611/home/101620467,Bridge MLS,40845065,N,Y,37.817654,-122.1983461
MLS Listing,,Single Family Residential,1252 Collier Dr,San Leandro,CA,94577,679975,2,1.0,San Leandro,1020,3750,1941,57,667,,Active,December-30-2018 01:00 PM,December-30-2018 04:00 PM,http://www.redfin.com/CA/San-Leandro/1252-Collier-Dr-94577/home/1035734,Bridge MLS,40845005,N,Y,37.7299789,-122.1394988
MLS Listing,,Single Family Residential,3301 Martin Luther King Jr Way,Oakland,CA,94609,875000,4,1.5,Elmwood,2027,4510,1912,57,432,,Active,,,http://www.redfin.com/CA/Oakland/3301-Martin-Luther-King-Jr-Way-94609/home/525743,Bridge MLS,40844983,N,Y,37.8229027,-122.270462
MLS Listing,,Condo/Co-op,3145 West St,Oakland,CA,94608,549000,1,1.5,West Oakland,1184,4600,1910,57,464,250,Active,,,http://www.redfin.com/CA/Oakland/3145-West-St-94608/home/148015866,Bridge MLS,40844970,N,Y,37.821847,-122.273443
MLS Listing,,Single Family Residential,8740 Golf Links Rd,Oakland,CA,94605,899000,5,4.0,Oak Knoll Area,3194,14000,2014,58,281,,Active,,,http://www.redfin.com/CA/Oakland/8740-Golf-Links-Rd-94605/home/22706028,Bridge MLS,40844937,N,Y,37.7591208,-122.1550685
MLS Listing,,Single Family Residential,5815 avenal Ave,Oakland,CA,94605,489000,2,1.5,Oakland,1333,5120,1917,58,367,,Active,,,http://www.redfin.com/CA/Oakland/5815-Avenal-Ave-94605/home/1871970,San Francisco MLS,478448,N,Y,37.770615,-122.193099
MLS Listing,,Condo/Co-op,320 Lee St #702,Oakland,CA,94610,652500,2,2.0,Adams Point,1003,,1965,58,651,605,Active,,,http://www.redfin.com/CA/Oakland/320-Lee-St-94610/unit-702/home/148009809,Bridge MLS,40844890,N,Y,37.8110831,-122.2559505
MLS Listing,,Single Family Residential,10652 Acalanes Dr,Oakland,CA,94603,450000,3,1.0,E Oakland,1000,4500,1944,58,450,,Active,,,http://www.redfin.com/CA/Oakland/10652-Acalanes-Dr-94603/home/1716869,Bridge MLS,40844863,N,Y,37.7318451,-122.1770219
MLS Listing,,Single Family Residential,6301 Longcroft Dr,Oakland,CA,94611,978000,4,3.0,Piedmont Pines,2203,7398,1956,58,444,,Active,,,http://www.redfin.com/CA/Oakland/6301-Longcroft-Dr-94611/home/615528,Bridge MLS,40844848,N,Y,37.8218495,-122.194271
MLS Listing,,Townhouse,6311 Rocky Point Ct,Oakland,CA,94605-3133,849000,4,2.5,Alameda County,2415,2415,2012,58,352,263,Active,December-30-2018 12:00 PM,December-30-2018 03:00 PM,http://www.redfin.com/CA/Oakland/6311-Rocky-Point-Ct-94605/home/22677382,Bridge MLS,40844824,N,Y,37.7776461,-122.1622093
MLS Listing,,Single Family Residential,21 Murdock Ct,Oakland,CA,94605,649900,3,2.0,Millsmont Area,1455,8385,1926,58,447,,Active,,,http://www.redfin.com/CA/Oakland/21-Murdock-Ct-94605/home/1727872,Bridge MLS,40844790,N,Y,37.7756412,-122.1843387
MLS Listing,,Single Family Residential,1744 Seminary Ave,Oakland,CA,94621,365000,2,1.0,Oakland,918,2850,1923,59,398,,Active,,,http://www.redfin.com/CA/Oakland/1744-Seminary-Ave-94621/home/569875,Bridge MLS,40844760,N,Y,37.7670538,-122.1964879
MLS Listing,,Single Family Residential,136 Farrelly Dr,San Leandro,CA,94577,649000,3,1.5,Farrelly Pond,1473,5800,1940,59,441,,Active,,,http://www.redfin.com/CA/San-Leandro/136-Farrelly-Dr-94577/home/1973337,Bridge MLS,40844742,N,Y,37.7352659,-122.16456
MLS Listing,,Single Family Residential,1085 66Th St,Oakland,CA,94608,648000,2,2.0,Emeryville Bordr,744,3300,1908,59,871,,Active,,,http://www.redfin.com/CA/Oakland/1085-66th-St-94608/home/1362223,Bridge MLS,40844738,N,Y,37.8489138,-122.2843735
MLS Listing,,Vacant Land,0 Skyline Blvd,Oakland,CA,94611,300000,,,Oakland,,8692,,59,,,Active,,,http://www.redfin.com/CA/Piedmont/Skyline-Blvd-94611/home/22679169,Bridge MLS,40844727,N,Y,37.823973,-122.187307
